SP;nom_sc;nom_fr;ID_TAXON;;
POLLAC;Polioptila lactea;Gobemoucheron lacté;15460;;
POLLEM;Polioptila lembeyei;Gobemoucheron de Cuba;15456;;
POLLOP;Poliolais lopesi;Poliolaïs à queue blanche;16262;;
POLLUT;Polyborus lutosus;Caracara de Guadalupe;7669;;
POLMAL;Polyplectron malacense;Éperonnier malais;8095;;
POLMEL;Polioptila melanura;Gobemoucheron à queue noire;15455;;
POLMIL;Polytmus milleri;Colibri des tépuis;10557;;
POLNIG;Polioptila nigriceps;Gobemoucheron à coiffe noire;15457;;
POLNIS;Polioxolmis rufipennis;Pépoaza à ailes rousses;12070;;
POLPEC;Polystictus pectoralis;Tyranneau barbu;11837;;
POLPLA;Polyborus plancus;Caracara huppé;7670;;
POLPLU;Polioptila plumbea;Gobemoucheron tropical;15459;;
POLPOL;Poliocephalus poliocephalus;Grèbe argenté;6636;;
POLRAD;Polyboroides radiatus;Gymnogène de Madagascar;7460;;
POLSEM;Polihierax semitorquatus;Fauconnet d'Afrique;7686;;
POLSTE;Polysticta stelleri;Eider de Steller;7299;;
POLSUP;Polystictus superciliaris;Tyranneau bridé;11838;;
POLSWA;Polytelis swainsonii;Perruche de Barraband;9398;;
POLTHE;Polytmus theresiae;Colibri tout-vert;10558;;
POLTUS;Poliocephalus rufopectus;Grèbe de Nouvelle-Zélande;6637;;
POLTYP;Polyboroides typus;Gymnogène d'Afrique;7459;;
POLULA;Polioptila schistaceigula;Gobemoucheron ardoisé;15462;;
POMDIM;Pomarea dimidiata;Monarque de Rarotonga;14313;;
POMEPS;Pomatostomus ruficeps;Pomatostome à calotte marron;13639;;
POMFER;Pomatorhinus ferruginosus;Pomatorhin à bec corail;16461;;
POMHAL;Pomatostomus halli;Pomatostome de Hall;13638;;
POMHOR;Pomatorhinus horsfieldii;Pomatorhin de Horsfield;16456;;
POMHYP;Pomatorhinus hypoleucos;Pomatorhin à long bec;16453;;
POMIPH;Pomarea iphis;Monarque iphis;14315;;
POMISI;Pomatostomus isidorei;Pomatostome isidore;13635;;
POMLIS;Pomatorhinus ruficollis;Pomatorhin à col roux;16459;;
POMMEN;Pomarea mendozae;Monarque des Marquises;14316;;
POMMIS;Pomatorhinus erythrocnemis;Pomatorhin tacheté;16454;;
POMMON;Pomatorhinus montanus;Pomatorhin à dos marron;16458;;
POMNIG;Pomarea nigra;Monarque de Tahiti;14314;;
POMNYS;Pomatorhinus erythrogenys;Pomatorhin à joues rousses;16455;;
POMOCH;Pomatorhinus ochraceiceps;Pomatorhin à bec rouge;16460;;
POMSCH;Pomatorhinus schisticeps;Pomatorhin à tête ardoise;16457;;
POMSUP;Pomatostomus superciliosus;Pomatostome bridé;13637;;
POMTEM;Pomatostomus temporalis;Pomatostome à calotte grise;13636;;
POMWHI;Pomarea whitneyi;Monarque de Fatuhiva;14317;;
POOALT;Poospiza alticola;Chipiu alticole;18456;;
POOBAE;Poospiza baeri;Chipiu de Tucuman;18465;;
POOBOL;Poospiza boliviana;Chipiu de Bolivie;18455;;
POOCAE;Poospiza caesar;Chipiu césar;18466;;
POOCIN;Poospiza cinerea;Chipiu à tête cendrée;18470;;
POOERY;Poospiza erythrophrys;Chipiu à sourcils roux;18459;;
POOGAR;Poospiza garleppi;Chipiu de Cochabamba;18464;;
POOGRA;Pooecetes gramineus;Bruant vespéral;17843;;
POOHIS;Poospiza hispaniolensis;Chipiu à col noir;18467;;
POOHYP;Poospiza hypochondria;Chipiu à flancs roux;18457;;
POOLAT;Poospiza lateralis;Chipiu à croupion roux;18462;;
POOMEL;Poospiza melanoleuca;Chipiu à capuchon;18469;;
POONIG;Poospiza nigrorufa;Chipiu noiroux;18461;;
POOORN;Poospiza ornata;Chipiu cannelle;18458;;
POORUB;Poospiza rubecula;Chipiu rougegorge;18463;;
POOTHO;Poospiza thoracica;Chipiu à poitrine baie;18454;;
POOTOR;Poospiza torquata;Chipiu sanglé;18468;;
POOWHI;Poospiza whitii;Chipiu noiron;18460;;
POPCON;Popelairia conversii;Coquette à queue fine;10497;;
POPLAN;Popelairia langsdorffi;Coquette de Langsdorff;10495;;
POPLET;Popelairia letitiae;Coquette de Létitia;10496;;
POPPOP;Popelairia popelairii;Coquette de Popelaire;10494;;
PORALL;Porphyrio alleni;Talève d'Allen;8301;;
PORANA;Porzana porzana;Marouette ponctuée;8265;;
PORATR;Porzana atra;Marouette de Henderson;8275;;
PORBUS;Porphyrio albus;Talève de Lord Howe;8299;;
PORCAE;Porphyrospiza caerulescens;Porphyrin à bec jaune;18655;;
PORCAR;Porzana carolina;Marouette de Caroline;8267;;
PORCIN;Porzana cinerea;Marouette grise;8277;;
POREMA;Porphyrolaema porphyrolaema;Cotinga à gorge mauve;12308;;
PORFLU;Porzana fluminea;Marouette d'Australie;8266;;
PORFUS;Porzana fusca;Marouette brune;8271;;
PORLIS;Porzana albicollis;Marouette plombée;8269;;
PORMAN;Porphyrio mantelli;Talève takahé;8300;;
PORMAR;Porphyrio martinicus;Talève violacée;8302;;
PORMON;Porzana monasa;Marouette de Kusaie;8274;;
PORPAL;Porzana palmeri;Marouette de Laysan;8264;;
PORPAR;Porzana parva;Marouette poussin;8262;;
PORPAY;Porzana paykullii;Marouette mandarin;8272;;
PORPUS;Porzana pusilla;Marouette de Baillon;8263;;
PORRIO;Porphyrio porphyrio;Talève sultane;8298;;
PORRIS;Porphyrio flavirostris;Talève favorite;8303;;
PORSAN;Porzana sandwichensis;Marouette des Hawaï;8270;;
PORSPI;Porzana spiloptera;Marouette maillée;8268;;
PORTAB;Porzana tabuensis;Marouette fuligineuse;8273;;
PORTER;Porzana flaviventer;Marouette à sourcils blancs;8276;;
PREBRU;Premnoplex brunnescens;Anabasitte tachetée;12880;;
PREGUT;Premnornis guttuligera;Anabasitte à gouttelettes;12878;;
PRETAT;Premnoplex tatei;Anabasitte à gorge blanche;12881;;
PRIALB;Prionops alberti;Bagadais d'Albert;14504;;
PRIATA;Prinia substriata;Prinia du Namaqua;16187;;
PRIATR;Prinia atrogularis;Prinia à gorge noire;16171;;
PRIAVA;Prinia subflava;Prinia modeste;16181;;
PRIBAI;Prinia bairdii;Prinia rayée;16192;;
PRIBUC;Prinia buchanani;Prinia à front roux;16173;;
PRIBUR;Prinia burnesii;Prinia de Burnes;16167;;
PRICAN;Prionops caniceps;Bagadais à bec rouge;14505;;
PRICIN;Prinia cinereocapilla;Prinia à calotte grise;16172;;
PRICRI;Prinia criniger;Prinia crinigère;16169;;
PRIDIS;Prioniturus discurus;Palette à couronne bleue;9372;;
PRIENI;Prionochilus plateni;Dicée de Palawan;16873;;
PRIENS;Prinia rufescens;Prinia roussâtre;16174;;
PRIERY;Prinia erythroptera;Prinia à ailes rousses;16194;;
PRIFAM;Prinia familiaris;Prinia bifasciée;16178;;
PRIFLU;Prinia fluviatilis;Prinia aquatique;16184;;
PRIGAB;Prionops gabela;Bagadais de Gabela;14508;;
PRIGRA;Prinia gracilis;Prinia gracile;16176;;
PRIHOD;Prinia hodgsonii;Prinia de Hodgson;16175;;
PRIHUS;Prionops poliolophus;Bagadais à huppe grise;14503;;
PRIINO;Prinia inornata;Prinia simple;16183;;
PRILEO;Prinia leontica;Prinia du Sierra Leone;16190;;
PRILEU;Prinia leucopogon;Prinia à gorge blanche;16191;;
PRILUC;Prioniturus luconensis;Palette verte;9371;;
PRIMAD;Prioniturus mada;Palette de Buru;9376;;
PRIMEL;Prinia melanops;Prinia à face noire;16193;;
PRIMOL;Prinia molleri;Prinia de Sao Tomé;16188;;
PRIMON;Prioniturus montanus;Palette momot;9368;;
PRINAE;Prioniturus platenae;Palette de Palawan;9370;;
PRINEW;Prionodura newtoniana;Jardinier de Newton;13188;;
PRINIS;Prinia flaviventris;Prinia à ventre jaune;16179;;
PRINNS;Prinia flavicans;Prinia à plastron;16185;;
PRIOLI;Prionochilus olivaceus;Dicée olive;16870;;
PRIONS;Prioniturus flavicans;Palette de Cassin;9374;;
PRIOSA;Prinia maculosa;Prinia du Karroo;16186;;
PRIPER;Prionochilus percussus;Dicée poignardé;16872;;
PRIPLU;Prionops plumatus;Bagadais casqué;14501;;
PRIRET;Prionops retzii;Bagadais de Retz;14507;;
PRIRIS;Prionops rufiventris;Bagadais à ventre roux;14506;;
PRIROA;Prinia polychroa;Prinia des montagnes;16170;;
PRIROB;Prinia robertsi;Prinia de Roberts;16189;;
PRIROS;Priotelus roseigaster;Trogon damoiseau;10841;;
PRIRUS;Prioniturus platurus;Palette à manteau d'or;9375;;
PRISCO;Prionops scopifrons;Bagadais à front roux;14509;;
PRISOC;Prinia socialis;Prinia cendrée;16180;;
PRISOM;Prinia somalica;Prinia pâle;16182;;
PRISYL;Prinia sylvatica;Prinia forestière;16177;;
PRITEM;Priotelus temnurus;Trogon de Cuba;10842;;
PRITHO;Prionochilus thoracicus;Dicée à poitrine écarlate;16875;;
PRITUS;Prionochilus maculatus;Dicée tacheté;16871;;
PRIVER;Prioniturus verticalis;Palette des Sulu;9373;;
PRIWAT;Prioniturus waterstradti;Palette de Mindanao;9369;;
PRIXAN;Prionochilus xanthopygius;Dicée à croupion jaune;16874;;
PROAEQ;Procellaria aequinoctialis;Puffin à menton blanc;6770;;
PROATE;Probosciger aterrimus;Cacatoès noir;9310;;
PROAVE;Procnias averano;Araponga barbu;12344;;
PROCAF;Promerops cafer;Promérops du Cap;16867;;
PROCAN;Prosobonia cancellata;Chevalier des Touamotou;8488;;
PROCER;Procelsterna cerulea;Noddi bleu;8813;;
PROCHA;Progne chalybea;Hirondelle chalybée;15575;;
PROCIN;Procellaria cinerea;Puffin gris;6773;;
PROCIT;Protonotaria citrea;Paruline orangée;17987;;
PROCRY;Progne cryptoleuca;Hirondelle de Cuba;15572;;
PRODOM;Progne dominicensis;Hirondelle à ventre blanc;15573;;
PROGUR;Promerops gurneyi;Promérops de Gurney;16866;;
PROINS;Prodotiscus insignis;Indicateur pygmée;11403;;
PROLBA;Procnias alba;Araponga blanc;12343;;
PROLEU;Prosobonia leucoptera;Chevalier à ailes blanches;8489;;
PROMOD;Progne modesta;Hirondelle sombre;15576;;
PRONOV;Prosthemadera novaeseelandiae;Tui cravate-frisée;13454;;
PRONUD;Procnias nudicollis;Araponga à gorge nue;12345;;
PROPAR;Procellaria parkinsoni;Puffin de Parkinson;6771;;
PROPER;Prosopeia personata;Perruche masquée;9388;;
PROREG;Prodotiscus regulus;Indicateur de Wahlberg;11405;;
PROSIN;Progne sinaloae;Hirondelle du Sinaloa;15574;;
PROSPL;Prosopeia splendens;Perruche écarlate;9387;;
PROSUB;Progne subis;Hirondelle noire;15571;;
PROTAB;Prosopeia tabuensis;Perruche pompadour;9389;;
PROTRI;Procnias tricarunculata;Araponga tricaronculé;12342;;
PROTTA;Procelsterna albivitta;Noddi gris;8814;;
PROWES;Procellaria westlandica;Puffin du Westland;6772;;
PROZAM;Prodotiscus zambesiae;Indicateur gris;11404;;
PRUATR;Prunella atrogularis;Accenteur à gorge noire;17191;;
PRUCOL;Prunella collaris;Accenteur alpin;17183;;
PRUDES;Prunella rubeculoides;Accenteur rougegorge;17185;;
PRUFAG;Prunella fagani;Accenteur d'Arabie;17189;;
PRUFUL;Prunella fulvescens;Accenteur brun;17190;;
PRUHIM;Prunella himalayana;Accenteur de l'Himalaya;17184;;
PRUIDA;Prunella rubida;Accenteur du Japon;17194;;
PRUIMM;Prunella immaculata;Accenteur immaculé;17195;;
PRUKOS;Prunella koslowi;Accenteur de Koslov;17192;;
PRUMOD;Prunella modularis;Accenteur mouchet;17193;;
PRUMON;Prunella montanella;Accenteur montanelle;17187;;
PRUOCU;Prunella ocularis;Accenteur de Radde;17188;;
PRUSTR;Prunella strophiata;Accenteur à poitrine rousse;17186;;
PSAALB;Psalidoprocne albiceps;Hirondelle à tête blanche;15651;;
PSAANG;Psarocolius angustifrons;Cassique roussâtre;18662;;
PSAANT;Psalidoprocne antinorii;Hirondelle de Salvadori;15657;;
PSAATR;Psarocolius atrovirens;Cassique olivâtre;18661;;
PSACHA;Psalidoprocne chalybea;Hirondelle à queue fourchue;15652;;
PSADAL;Psarisomus dalhousiae;Eurylaime psittacin;11717;;
PSADEC;Psarocolius decumanus;Cassique huppé;18659;;
PSADES;Cyanocompsa cyanoides;Évêque bleu-noir;18642;;
PSAEXI;Psaltria exilis;Mésange pygmée;15553;;
PSAFUL;Psalidoprocne fuliginosa;Hirondelle brune;15650;;
PSAHOL;Psalidoprocne holomelas;Hirondelle du Ruwenzori;15660;;
PSAMAN;Psalidoprocne mangbettorum;Hirondelle des Mangbetu;15654;;
PSAMIN;Psaltriparus minimus;Mésange buissonnière;15550;;
PSANIT;Psalidoprocne nitens;Hirondelle à queue courte;15649;;
PSAOBS;Psalidoprocne obscura;Hirondelle fanti;15661;;
PSAOLE;Psalidoprocne oleagina;Hirondelle de Kafa;15655;;
PSAORI;Psalidoprocne orientalis;Hirondelle de Reichenow;15659;;
PSAOSE;Psarocolius oseryi;Cassique casqué;18658;;
PSAPET;Psalidoprocne petiti;Hirondelle de Petit;15653;;
PSAPRI;Psalidoprocne pristoptera;Hirondelle hérissée;15656;;
PSAVIR;Psarocolius viridis;Cassique vert;18660;;
PSAWAG;Psarocolius wagleri;Cassique à tête brune;18663;;
PSEACU;Pseudocolopteryx acutipennis;Doradite à ailes pointues;11841;;
PSEARN;Pseudonigrita arnaudi;Républicain d'Arnaud;17213;;
PSEATE;Pseudobulweria aterrima;Pétrel de Bourbon;6722;;
PSEBEC;Pseudobulweria becki;Pétrel de Beck;6723;;
PSEBEN;Pseudocossyphus bensoni;Monticole de Benson;14593;;
PSEBOI;Pseudocolaptes boissonneautii;Anabate de Boissonneau;12895;;
PSECAB;Pseudonigrita cabanisi;Républicain de Cabanis;17214;;
PSECHR;Psephotus chrysopterygius;Perruche à ailes d'or;9419;;
PSECRI;Pseudoseisura cristata;Cacholote roux;12890;;
PSECUS;Pseudoscops grammicus;Hibou de la Jamaïque;10109;;
PSEDAV;Pseudibis davisoni;Ibis de Davison;7050;;
PSEDIN;Pseudocolopteryx dinellianus;Doradite de Dinelli;11842;;
PSEDIS;Psephotus dissimilis;Perruche à capuchon noir;9418;;
PSEERI;Pseudocalyptomena graueri;Eurylaime de Grauer;11705;;
PSEEUR;Pseudochelidon eurystomina;Pseudolangrayen d'Afrique;15556;;
PSEFLA;Pseudocolopteryx flaviventris;Doradite babillarde;11843;;
PSEFRE;Pseudalaemon fremantlii;Cochevis à queue courte;16852;;
PSEFUS;Pseudeos fuscata;Lori sombre;9256;;
PSEGIG;Pseudibis gigantea;Ibis géant;7051;;
PSEGUI;Pseudoleistes guirahuro;Troupiale guirahuro;18742;;
PSEGUT;Pseudoseisura gutturalis;Cacholote à gorge blanche;12892;;
PSEHAE;Psephotus haematonotus;Perruche à croupion rouge;9416;;
PSEHAR;Pseudodacnis hartlaubi;Dacnis de Hartlaub;18368;;
PSEHUM;Pseudopodoces humilis;Podoce de Hume;13931;;
PSEIME;Pseudocossyphus imerinus;Monticole du littoral;14594;;
PSELAW;Pseudocolaptes lawrencii;Anabate chamois;12894;;
PSELEU;Pseudelaenia leucospodia;Élénie gris et blanc;11782;;
PSELOP;Pseudoseisura lophotes;Cacholote brun;12891;;
PSELUT;Pselliophorus luteoviridis;Tohi jaune-vert;17924;;
PSEMAC;Pseudobulweria macgillivrayi;Pétrel des Fidji;6725;;
PSEPAP;Pseudibis papillosa;Ibis noir;7049;;
PSEPEL;Pseudotriccus pelzelni;Tyranneau bronzé;11880;;
PSEPUL;Psephotus pulcherrimus;Perruche de paradis;9420;;
PSEROS;Pseudobulweria rostrata;Pétrel de Tahiti;6724;;
PSERUF;Pseudotriccus ruficeps;Tyranneau à tête rousse;11882;;
PSESCL;Pseudocolopteryx sclateri;Doradite de Sclater;11840;;
PSESHA;Pseudocossyphus sharpei;Monticole de forêt;14592;;
PSESIM;Pseudotriccus simplex;Tyranneau à front brun;11881;;
PSESIR;Pseudochelidon sirintarae;Pseudolangrayen d'Asie;15557;;
PSETIB;Pselliophorus tibialis;Tohi à cuisses jaunes;17923;;
PSEVAR;Psephotus varius;Perruche multicolore;9417;;
PSEVIR;Pseudoleistes virescens;Troupiale dragon;18743;;
PSEWAR;Pseudobias wardi;Bias de Ward;14466;;
PSEXAN;Pseudonestor xanthophrys;Psittirostre de Maui;17710;;
PSIALA;Psittacula cyanocephala;Perruche à tête prune;9497;;
PSIALE;Psittacula alexandri;Perruche à moustaches;9502;;
PSIBRE;Psittacella brehmii;Perruche de Brehm;9359;;
PSICAL;Psittacula calthropae;Perruche de Layard;9500;;
PSICAN;Psittacula caniceps;Perruche des Nicobar;9503;;
PSICOL;Psittacula columboides;Perruche de Malabar;9499;;
PSIDER;Psittacula derbiana;Perruche de Derby;9501;;
PSIDES;Psittaculirostris desmarestii;Psittacule de Desmarest;9351;;
PSIECH;Psittacula echo;Perruche de Maurice;9492;;
PSIEDW;Psittaculirostris edwardsii;Psittacule d'Edwards;9352;;
PSIERI;Psittacus erithacus;Perroquet jaco;9454;;
PSIEUP;Psittacula eupatria;Perruche alexandre;9489;;
PSIEXS;Psittacula exsul;Perruche de Newton;9493;;
PSIFIN;Psittacula finschii;Perruche de Finsch;9495;;
PSIFUL;Psittrichas fulgidus;Psittrichas de Pesquet;9385;;
PSIGOL;Psitteuteles goldiei;Loriquet de Goldie;9269;;
PSIGUT;Psilorhamphus guttatus;Mérulaxe des bambous;13129;;
PSIHIM;Psittacula himalayana;Perruche de l'Himalaya;9494;;
PSIINT;Psittacula intermedia;Perruche intermédiaire;9496;;
PSIIRI;Psitteuteles iris;Loriquet iris;9268;;
PSIKRA;Psittacula krameri;Perruche à collier;9491;;
PSILON;Psittacula longicauda;Perruche à longs brins;9504;;
PSIMAD;Psittacella madaraszi;Perruche de Madarasz;9362;;
PSIMOD;Psittacella modesta;Perruche modeste;9361;;
PSIMOR;Psilorhinus morio;Geai enfumé;13883;;
PSIPIC;Psittacella picta;Perruche peinte;9360;;
PSIPSI;Psittirostra psittacea;Psittirostre psittacin;17699;;
PSIPYR;Psilopogon pyrolophus;Barbu à collier;11231;;
PSIROS;Psittacula roseata;Perruche à tête rose;9498;;
PSIRUS;Psittinus cyanurus;Perruche à croupion bleu;9357;;
PSISAL;Psittaculirostris salvadorii;Psittacule de Salvadori;9353;;
PSIVER;Psitteuteles versicolor;Loriquet versicolore;9267;;
PSIWAR;Psittacula wardi;Perruche des Seychelles;9490;;
PSOCRE;Psophia crepitans;Agami trompette;8340;;
PSOCRI;Psophodes cristatus;Psophode babillard;13737;;
PSOLEU;Psophia leucoptera;Agami à ailes blanches;8341;;
PSOLIT;Psophocichla litsipsirupa;Merle litsipsirupa;14703;;
PSONIG;Psophodes nigrogularis;Psophode à menton noir;13735;;
PSOOCC;Psophodes occidentalis;Psophode carillonneur;13736;;
PSOOLI;Psophodes olivaceus;Psophode à tête noire;13734;;
PSOVIR;Psophia viridis;Agami vert;8342;;
PTCEUS;Ptilinopus porphyraceus;Ptilope de Clémentine;9157;;
PTCORA;Ptilinopus coralensis;Ptilope des Touamotou;9162;;
PTCORO;Ptilinopus coronulatus;Ptilope à couronne lilas;9151;;
PTEAEN;Pteruthius aenobarbus;Allotrie à front marron;16649;;
PTEALC;Pterocles alchata;Ganga cata;8868;;
PTEARA;Pteroglossus aracari;Araçari grigri;11350;;
PTEARM;Pterodroma arminjoniana;Pétrel de la Trinité du Sud;6740;;
PTEAXI;Pterodroma axillaris;Pétrel des Chatham;6727;;
PTEAZA;Pteroglossus azara;Araçari d'Azara;11347;;
PTEBAR;Pterodroma baraui;Pétrel de Barau;6744;;
PTEBEA;Pteroglossus beauharnaesii;Araçari de Beauharnais;11356;;
PTEBIC;Pterocles bicinctus;Ganga bibande;8877;;
PTEBIT;Pteroglossus bitorquatus;Araçari à double collier;11346;;
PTEBRE;Pterodroma brevipes;Pétrel à collier;6735;;
PTEBUR;Pterocles burchelli;Ganga de Burchell;8881;;
PTECAH;Pterodroma cahow;Pétrel des Bermudes;6754;;
PTECAS;Pteroglossus castanotis;Araçari à oreillons roux;11349;;
PTECER;Pterodroma cervicalis;Pétrel à col blanc;6729;;
PTECOO;Pterodroma cookii;Pétrel de Cook;6733;;
PTECOR;Pterocles coronatus;Ganga couronné;8874;;
PTECYA;Pterophanes cyanopterus;Colibri à ailes saphir;10669;;
PTEDEC;Pterocles decoratus;Ganga à face noire;8876;;
PTEDEF;Pterodroma defilippiana;Pétrel de Defilippe;6736;;
PTEERY;Pteroglossus erythropygius;Araçari à bec clair;11354;;
PTEEXT;Pterodroma externa;Pétrel de Juan Fernandez;6743;;
PTEEXU;Pterocles exustus;Ganga à ventre brun;8870;;
PTEFEA;Pterodroma feae;Pétrel gongon;6751;;
PTEFLA;Pteruthius flaviscapis;Allotrie à sourcils blancs;16646;;
PTEFRA;Pteroglossus frantzii;Araçari de Frantzius;11352;;
PTEGUT;Pterocles gutturalis;Ganga à gorge jaune;8872;;
PTEHAR;Pteronetta hartlaubii;Canard de Hartlaub;7201;;
PTEHAS;Pterodroma hasitata;Pétrel diablotin;6755;;
PTEHER;Pterodroma heraldica;Pétrel hérault;6739;;
PTEHYP;Pterodroma hypoleuca;Pétrel des Bonin;6731;;
PTEINC;Pterodroma incerta;Pétrel de Schlegel;6753;;
PTEIND;Pterocles indicus;Ganga indien;8879;;
PTEINE;Pterodroma inexpectata;Pétrel maculé;6730;;
PTEINS;Pteroglossus inscriptus;Araçari de Humboldt;11344;;
PTELBA;Pterodroma alba;Pétrel à poitrine blanche;6738;;
PTELES;Pterodroma lessonii;Pétrel de Lesson;6749;;
PTELEU;Pterodroma leucoptera;Pétrel de Gould;6732;;
PTELIC;Pterocles lichtensteinii;Ganga de Lichtenstein;8880;;
PTELON;Pterodroma longirostris;Pétrel de Stejneger;6737;;
PTEMAC;Pterodroma macroptera;Pétrel noir;6747;;
PTEMAD;Pterodroma madeira;Pétrel de Madère;6750;;
PTEMAG;Pterodroma magentae;Pétrel de Magenta;6748;;
PTEMAR;Pteroglossus mariae;Araçari de Maria;11348;;
PTEMEG;Pteroptochos megapodius;Tourco à moustaches;13113;;
PTEMEL;Pteruthius melanotis;Allotrie à gorge marron;16648;;
PTEMOL;Pterodroma mollis;Pétrel soyeux;6752;;
PTENAM;Pterocles namaqua;Ganga namaqua;8869;;
PTENEG;Pterodroma neglecta;Pétrel des Kermadec;6742;;
PTENIG;Pterodroma nigripennis;Pétrel à ailes noires;6728;;
PTEORI;Pterocles orientalis;Ganga unibande;8873;;
PTEPER;Pterocles personatus;Ganga masqué;8875;;
PTEPHA;Pterodroma phaeopygia;Pétrel des Hawaï;6741;;
PTEPLU;Pteroglossus pluricinctus;Araçari multibande;11355;;
PTEPYC;Pterodroma pycrofti;Pétrel de Pycroft;6734;;
PTEQUA;Pterocles quadricinctus;Ganga quadribande;8878;;
PTERTI;Pteridophora alberti;Paradisier du Prince Albert;14038;;
PTERUF;Pteruthius rufiventer;Allotrie à ventre roux;16645;;
PTESAN;Pteroglossus sanguineus;Araçari à bec maculé;11353;;
PTESEN;Pterocles senegallus;Ganga tacheté;8871;;
PTESOL;Pterodroma solandri;Pétrel de Solander;6746;;
PTETAR;Pteroptochos tarnii;Tourco huet-huet;13111;;
PTETOR;Pteroglossus torquatus;Araçari à collier;11351;;
PTEULT;Pterodroma ultima;Pétrel de Murphy;6745;;
PTEVIR;Pteroglossus viridis;Araçari vert;11345;;
PTEXAN;Pteruthius xanthochlorus;Allotrie verte;16647;;
PTIAFE;Ptilostomus afer;Piapiac africain;13939;;
PTIALL;Ptilinopus alligator;Ptilope de l'Alligator;9133;;
PTIARC;Ptilinopus arcanus;Ptilope de Ripley;9177;;
PTIAUR;Ptilinopus aurantiifrons;Ptilope à front d'or;9146;;
PTIBER;Ptilinopus bernsteinii;Ptilope à poitrine écarlate;9141;;
PTICAE;Ptilorrhoa caerulescens;Ptilorrhoa bleu;13747;;
PTICAS;Ptilorrhoa castanonota;Ptilorrhoa à dos roux;13748;;
PTICAU;Ptilogonys caudatus;Ptilogon à longue queue;14564;;
PTICHA;Ptilinopus chalcurus;Ptilope de Makatéa;9163;;
PTICTA;Ptilorrhoa leucosticta;Ptilorrhoa tacheté;13746;;
PTIDOH;Ptilinopus dohertyi;Ptilope de Sumba;9132;;
PTIDUP;Ptilinopus dupetithouarsii;Ptilope de Petit Thouars;9166;;
PTIERY;Ptiloprora erythropleura;Méliphage à flancs roux;13380;;
PTIEUG;Ptilinopus eugeniae;Ptilope d'Eugénie;9170;;
PTIEUS;Ptilogonys cinereus;Ptilogon cendré;14563;;
PTIFAL;Ptilocichla falcata;Turdinule de Palawan;16471;;
PTIFIS;Ptilinopus fischeri;Ptilope de Fischer;9137;;
PTIGRA;Ptilinopus granulifrons;Ptilope caronculé;9172;;
PTIGRE;Ptilinopus greyii;Ptilope de Grey;9155;;
PTIGUI;Ptiloprora guisei;Méliphage à dos roux;13382;;
PTIHUT;Ptilinopus huttoni;Ptilope de Hutton;9160;;
PTIHYO;Ptilinopus hyogastra;Ptilope hyogastre;9171;;
PTIIAE;Ptiloris victoriae;Paradisier de Victoria;14025;;
PTIICA;Ptilocichla leucogrammica;Turdinule de Bornéo;16469;;
PTIIOZ;Ptilinopus iozonus;Ptilope à ventre orange;9173;;
PTIJAM;Ptilinopus jambu;Ptilope jambou;9138;;
PTILAY;Ptilinopus layardi;Ptilope de Layard;9180;;
PTILEC;Ptilinopus leclancheri;Ptilope de Leclancher;9139;;
PTILIM;Ptilinopus magnificus;Ptilope magnifique;9142;;
PTILLI;Ptilinopus merrilli;Ptilope de Merrill;9135;;
PTILOM;Ptiloris magnificus;Paradisier gorge-d'acier;14024;;
PTILUT;Ptilinopus luteovirens;Ptilope jaune;9179;;
PTIMAR;Ptilinopus marchei;Ptilope de Marche;9134;;
PTIMAY;Ptiloprora mayri;Méliphage de Mayr;13381;;
PTIMEE;Ptiloprora meekiana;Méliphage de Meek;13379;;
PTIMEL;Ptilinopus melanospila;Ptilope turgris;9176;;
PTIMIN;Ptilocichla mindanensis;Turdinule des Philippines;16470;;
PTIMON;Ptilinopus monacha;Ptilope moine;9150;;
PTINAI;Ptilinopus naina;Ptilope nain;9175;;
PTINSO;Ptilinopus insolitus;Ptilope casqué;9174;;
PTINSU;Ptilinopus insularis;Ptilope de Henderson;9164;;
PTIOCC;Ptilinopus occipitalis;Ptilope batilde;9136;;
PTIORN;Ptilinopus ornatus;Ptilope orné;9144;;
PTIPAR;Ptiloris paradiseus;Paradisier festonné;14026;;
PTIPEL;Ptilinopus pelewensis;Ptilope des Palau;9158;;
PTIPET;Ptilopachus petrosus;Poulette de roche;8029;;
PTIPLU;Ptiloprora plumbea;Méliphage gris-de-plomb;13378;;
PTIPUL;Ptilinopus pulchellus;Ptilope mignon;9152;;
PTIPUR;Ptilinopus purpuratus;Ptilope de la Société;9161;;
PTIRAR;Ptilinopus rarotongensis;Ptilope de Rarotonga;9159;;
PTIREG;Ptilinopus regina;Ptilope à diadème;9153;;
PTIRIC;Ptilinopus richardsii;Ptilope de Richards;9156;;
PTIRII;Ptilinopus mercierii;Ptilope de Mercier;9165;;
PTIRIV;Ptilinopus rivoli;Ptilope de Rivoli;9167;;
PTIROS;Ptilinopus roseicapilla;Ptilope des Mariannes;9154;;
PTISOL;Ptilinopus solomonensis;Ptilope des Salomon;9168;;
PTISUB;Ptilinopus subgularis;Ptilope à mentonnière;9140;;
PTISUP;Ptilinopus superbus;Ptilope superbe;9148;;
PTITAN;Ptilinopus tannensis;Ptilope de Tanna;9145;;
PTITOR;Ptilinopus victor;Ptilope orange;9178;;
PTITUS;Ptilinopus cinctus;Ptilope à ceinture;9131;;
